CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,Cluster_Name
13587,32,3,347.0,3,3,2,332,Potential Loyalists,0,Regular Customers
13588,16,13,2445.12,4,5,5,455,Champions,0,Regular Customers
13589,15,2,379.65,4,2,2,422,New Customers,0,Regular Customers
13590,11,7,1976.12,5,5,4,554,Champions,0,Regular Customers
13591,65,3,1117.13,3,3,4,334,Loyal Customers,0,Regular Customers
13592,36,4,247.96,3,4,2,342,Potential Loyalists,0,Regular Customers
13593,108,6,1990.28,2,4,4,244,At Risk,0,Regular Customers
13594,53,1,396.97,3,1,2,312,Potential Loyalists,0,Regular Customers
13596,6,2,697.04,5,2,3,523,New Customers,0,Regular Customers
13598,47,2,167.42000000000002,3,2,1,321,Potential Loyalists,0,Regular Customers
13599,1,33,5030.6,5,5,5,555,Champions,3,Loyal High Spenders
13600,312,1,219.52,1,1,1,111,Lost Customers,1,Lost Customers
13601,45,2,693.32,3,2,3,323,Potential Loyalists,0,Regular Customers
13602,65,1,428.89,3,1,2,312,Potential Loyalists,0,Regular Customers
13603,26,1,164.34,4,1,1,411,New Customers,0,Regular Customers
13606,29,3,280.54,4,3,2,432,Potential Loyalists,0,Regular Customers
13607,40,1,678.01,3,1,3,313,Potential Loyalists,0,Regular Customers
13610,12,9,1115.43,4,5,4,454,Champions,0,Regular Customers
13611,89,4,1158.2,2,4,4,244,At Risk,0,Regular Customers
13614,24,4,1610.46,4,4,4,444,Champions,0,Regular Customers
13615,313,2,399.99,1,2,2,122,Lost Customers,1,Lost Customers
13617,40,3,544.18,3,3,3,333,Loyal Customers,0,Regular Customers
13618,174,1,177.34,2,1,1,211,Lost Customers,1,Lost Customers
13621,117,1,213.85,2,1,1,211,Lost Customers,0,Regular Customers
13623,31,7,672.44,4,5,3,453,Loyal Customers,0,Regular Customers
13626,253,1,257.23,1,1,2,112,Lost Customers,1,Lost Customers
13627,59,7,1624.02,3,5,4,354,Loyal Customers,0,Regular Customers
13629,23,11,7792.36,4,5,5,455,Champions,0,Regular Customers
13630,5,11,1995.68,5,5,4,554,Champions,0,Regular Customers
13631,100,12,3021.77,2,5,5,255,At Risk,0,Regular Customers
13632,25,6,2117.02,4,4,5,445,Champions,0,Regular Customers
13634,33,5,1575.16,3,4,4,344,Loyal Customers,0,Regular Customers
13635,68,1,1071.03,3,1,4,314,Potential Loyalists,0,Regular Customers
13636,37,6,941.62,3,4,4,344,Loyal Customers,0,Regular Customers
13637,52,3,810.5,3,3,3,333,Loyal Customers,0,Regular Customers
13638,16,1,122.64,4,1,1,411,New Customers,0,Regular Customers
13639,74,1,1033.34,2,1,4,214,Lost Customers,0,Regular Customers
13642,216,1,354.8,1,1,2,112,Lost Customers,1,Lost Customers
13643,31,3,519.44,4,3,3,433,Loyal Customers,0,Regular Customers
13644,9,5,2597.52,5,4,5,545,Champions,0,Regular Customers
13645,120,1,252.1,2,1,2,212,Lost Customers,0,Regular Customers
13647,10,5,1670.22,5,4,4,544,Champions,0,Regular Customers
13649,257,2,346.6,1,2,2,122,Lost Customers,1,Lost Customers
13650,17,7,1809.34,4,5,4,454,Champions,0,Regular Customers
13651,35,2,94.2,3,2,1,321,Potential Loyalists,0,Regular Customers
13652,46,3,1095.08,3,3,4,334,Loyal Customers,0,Regular Customers
13654,43,6,2707.33,3,4,5,345,Loyal Customers,0,Regular Customers
13655,114,2,932.97,2,2,4,224,Lost Customers,0,Regular Customers
13656,165,2,379.65,2,2,2,222,Lost Customers,1,Lost Customers
13657,11,2,382.14,5,2,2,522,New Customers,0,Regular Customers
13658,10,7,2421.47,5,5,5,555,Champions,0,Regular Customers
13659,197,3,1550.85,1,3,4,134,At Risk,1,Lost Customers
13662,86,7,879.08,2,5,3,253,At Risk,0,Regular Customers
13663,179,1,189.47,1,1,1,111,Lost Customers,1,Lost Customers
13666,60,3,84.65,3,3,1,331,Potential Loyalists,0,Regular Customers
13667,149,1,305.02,2,1,2,212,Lost Customers,1,Lost Customers
13668,3,29,6216.07,5,5,5,555,Champions,3,Loyal High Spenders
13669,51,2,218.55,3,2,1,321,Potential Loyalists,0,Regular Customers
13670,75,1,349.7,2,1,2,212,Lost Customers,0,Regular Customers
13673,19,2,396.92,4,2,2,422,New Customers,0,Regular Customers
13675,151,2,486.8200000000001,2,2,3,223,Lost Customers,1,Lost Customers
13678,152,1,232.6,2,1,1,211,Lost Customers,1,Lost Customers
13680,1,5,2202.31,5,4,5,545,Champions,0,Regular Customers
13681,18,4,827.83,4,4,3,443,Loyal Customers,0,Regular Customers
13682,187,1,59.5,1,1,1,111,Lost Customers,1,Lost Customers
13684,286,2,64.23,1,2,1,121,Lost Customers,1,Lost Customers
13685,3,7,3119.44,5,5,5,555,Champions,0,Regular Customers
13686,183,1,72.0,1,1,1,111,Lost Customers,1,Lost Customers
13689,63,1,910.0,3,1,3,313,Potential Loyalists,0,Regular Customers
13690,59,1,172.25,3,1,1,311,Potential Loyalists,0,Regular Customers
13692,25,5,1466.87,4,4,4,444,Champions,0,Regular Customers
13694,4,60,62653.1,5,5,5,555,Champions,3,Loyal High Spenders
13695,31,15,2504.13,4,5,5,455,Champions,0,Regular Customers
13697,39,1,151.29999999999998,3,1,1,311,Potential Loyalists,0,Regular Customers
13699,155,1,308.58000000000004,2,1,2,212,Lost Customers,1,Lost Customers
13700,26,10,2265.12,4,5,5,455,Champions,0,Regular Customers
13703,318,1,99.5,1,1,1,111,Lost Customers,1,Lost Customers
13704,5,10,2295.31,5,5,5,555,Champions,0,Regular Customers
13705,8,3,711.86,5,3,3,533,Loyal Customers,0,Regular Customers
13706,303,1,330.79,1,1,2,112,Lost Customers,1,Lost Customers
13707,267,2,806.41,1,2,3,123,Lost Customers,1,Lost Customers
13708,271,1,296.88,1,1,2,112,Lost Customers,1,Lost Customers
13709,4,17,6249.11,5,5,5,555,Champions,0,Regular Customers
13710,32,1,180.48,3,1,1,311,Potential Loyalists,0,Regular Customers
13711,219,2,252.06,1,2,2,122,Lost Customers,1,Lost Customers
13712,247,1,228.84,1,1,1,111,Lost Customers,1,Lost Customers
13715,281,8,1053.94,1,5,4,154,At Risk,1,Lost Customers
13716,269,1,138.28,1,1,1,111,Lost Customers,1,Lost Customers
13717,32,7,1432.26,3,5,4,354,Loyal Customers,0,Regular Customers
13718,246,2,306.55,1,2,2,122,Lost Customers,1,Lost Customers
13719,15,5,1041.68,4,4,4,444,Champions,0,Regular Customers
13720,117,4,799.9,2,4,3,243,At Risk,0,Regular Customers
13721,36,1,524.14,3,1,3,313,Potential Loyalists,0,Regular Customers
13722,120,4,2369.16,2,4,5,245,At Risk,0,Regular Customers
13723,217,1,199.85,1,1,1,111,Lost Customers,1,Lost Customers
13725,50,11,1809.81,3,5,4,354,Loyal Customers,0,Regular Customers
13726,39,2,1079.66,3,2,4,324,Potential Loyalists,0,Regular Customers
13727,29,2,333.48,4,2,2,422,New Customers,0,Regular Customers
13728,37,6,1016.14,3,4,4,344,Loyal Customers,0,Regular Customers
13730,136,2,752.6,2,2,3,223,Lost Customers,0,Regular Customers
13731,219,2,610.59,1,2,3,123,Lost Customers,1,Lost Customers
13732,28,1,491.86,4,1,3,413,New Customers,0,Regular Customers
13735,25,8,2766.18,4,5,5,455,Champions,0,Regular Customers
13736,5,3,724.0,5,3,3,533,Loyal Customers,0,Regular Customers
13737,200,1,339.59999999999997,1,1,2,112,Lost Customers,1,Lost Customers
13739,18,1,216.9,4,1,1,411,New Customers,0,Regular Customers
13740,241,1,350.75,1,1,2,112,Lost Customers,1,Lost Customers
13741,72,4,666.33,2,4,3,243,At Risk,0,Regular Customers
13742,17,14,3102.42,4,5,5,455,Champions,0,Regular Customers
13743,3,8,1340.15,5,5,4,554,Champions,0,Regular Customers
13744,95,2,1156.36,2,2,4,224,Lost Customers,0,Regular Customers
13745,151,2,291.54,2,2,2,222,Lost Customers,1,Lost Customers
13747,374,1,79.6,1,1,1,111,Lost Customers,1,Lost Customers
13748,96,5,948.25,2,4,4,244,At Risk,0,Regular Customers
13750,54,5,1647.26,3,4,4,344,Loyal Customers,0,Regular Customers
13751,288,1,296.25,1,1,2,112,Lost Customers,1,Lost Customers
13752,124,6,1186.28,2,4,4,244,At Risk,0,Regular Customers
13753,288,1,741.26,1,1,3,113,Lost Customers,1,Lost Customers
13754,152,2,282.6,2,2,2,222,Lost Customers,1,Lost Customers
13755,4,10,2154.68,5,5,5,555,Champions,0,Regular Customers
13756,2,15,5145.12,5,5,5,555,Champions,0,Regular Customers
13758,12,7,3190.55,4,5,5,455,Champions,0,Regular Customers
13759,33,2,659.4100000000001,3,2,3,323,Potential Loyalists,0,Regular Customers
13760,54,2,286.79,3,2,2,322,Potential Loyalists,0,Regular Customers
13761,50,2,1070.65,3,2,4,324,Potential Loyalists,0,Regular Customers
13762,204,2,3.552713678800501e-15,1,2,1,121,Lost Customers,1,Lost Customers
13763,63,3,1689.46,3,3,4,334,Loyal Customers,0,Regular Customers
13764,71,3,1521.76,2,3,4,234,At Risk,0,Regular Customers
13767,2,52,16945.71,5,5,5,555,Champions,3,Loyal High Spenders
13769,2,16,2771.87,5,5,5,555,Champions,0,Regular Customers
13771,64,5,2631.7,3,4,5,345,Loyal Customers,0,Regular Customers
13772,34,3,1132.13,3,3,4,334,Loyal Customers,0,Regular Customers
13774,82,1,345.0,2,1,2,212,Lost Customers,0,Regular Customers
13777,1,41,25748.35,5,5,5,555,Champions,3,Loyal High Spenders
13778,103,1,178.7,2,1,1,211,Lost Customers,0,Regular Customers
13780,7,2,360.01,5,2,2,522,New Customers,0,Regular Customers
13781,251,1,127.84,1,1,1,111,Lost Customers,1,Lost Customers
13782,13,6,912.0,4,4,3,443,Loyal Customers,0,Regular Customers
13784,10,11,2462.79,5,5,5,555,Champions,0,Regular Customers
13786,367,1,230.4,1,1,1,111,Lost Customers,1,Lost Customers
13787,76,2,309.04,2,2,2,222,Lost Customers,0,Regular Customers
13790,4,1,348.79999999999995,5,1,2,512,New Customers,0,Regular Customers
13791,43,3,1047.68,3,3,4,334,Loyal Customers,0,Regular Customers
13792,66,2,195.55,3,2,1,321,Potential Loyalists,0,Regular Customers
13798,1,63,36351.42,5,5,5,555,Champions,3,Loyal High Spenders
13799,117,2,688.86,2,2,3,223,Lost Customers,0,Regular Customers
13800,310,1,558.32,1,1,3,113,Lost Customers,1,Lost Customers
13801,67,1,324.8,3,1,2,312,Potential Loyalists,0,Regular Customers
13802,138,6,3906.27,2,4,5,245,At Risk,0,Regular Customers
13803,255,1,277.07,1,1,2,112,Lost Customers,1,Lost Customers
13804,31,7,2635.79,4,5,5,455,Champions,0,Regular Customers
13805,52,2,924.6,3,2,4,324,Potential Loyalists,0,Regular Customers
13806,64,1,256.38,3,1,2,312,Potential Loyalists,0,Regular Customers
13807,367,1,112.6,1,1,1,111,Lost Customers,1,Lost Customers
13808,6,5,1747.66,5,4,4,544,Champions,0,Regular Customers
13809,305,1,155.05,1,1,1,111,Lost Customers,1,Lost Customers
13810,29,4,899.51,4,4,3,443,Loyal Customers,0,Regular Customers
13811,184,4,591.75,1,4,3,143,At Risk,1,Lost Customers
13812,42,3,539.0,3,3,3,333,Loyal Customers,0,Regular Customers
13813,40,5,1353.41,3,4,4,344,Loyal Customers,0,Regular Customers
13814,56,3,1562.12,3,3,4,334,Loyal Customers,0,Regular Customers
13815,22,5,4014.91,4,4,5,445,Champions,0,Regular Customers
13816,24,4,555.04,4,4,3,443,Loyal Customers,0,Regular Customers
13817,29,2,382.98,4,2,2,422,New Customers,0,Regular Customers
13819,302,3,1140.35,1,3,4,134,At Risk,1,Lost Customers
13821,145,2,385.64,2,2,2,222,Lost Customers,1,Lost Customers
13822,6,2,632.0,5,2,3,523,New Customers,0,Regular Customers
13823,19,2,957.66,4,2,4,424,New Customers,0,Regular Customers
13824,33,5,1698.94,3,4,4,344,Loyal Customers,0,Regular Customers
13826,158,2,174.65,2,2,1,221,Lost Customers,1,Lost Customers
13827,58,3,412.05,3,3,2,332,Potential Loyalists,0,Regular Customers
13828,22,1,209.49,4,1,1,411,New Customers,0,Regular Customers
13831,16,6,2202.99,4,4,5,445,Champions,0,Regular Customers
13832,18,2,40.95,4,2,1,421,New Customers,0,Regular Customers
13833,159,1,384.8,2,1,2,212,Lost Customers,1,Lost Customers
13835,25,4,834.57,4,4,3,443,Loyal Customers,0,Regular Customers
13837,212,2,271.24,1,2,2,122,Lost Customers,1,Lost Customers
13838,6,4,691.73,5,4,3,543,Loyal Customers,0,Regular Customers
13841,253,1,85.0,1,1,1,111,Lost Customers,1,Lost Customers
13842,59,9,3385.62,3,5,5,355,Loyal Customers,0,Regular Customers
13844,11,1,361.62,5,1,2,512,New Customers,0,Regular Customers
13845,65,1,312.98,3,1,2,312,Potential Loyalists,0,Regular Customers
13846,25,4,847.61,4,4,3,443,Loyal Customers,0,Regular Customers
13848,92,3,1255.0,2,3,4,234,At Risk,0,Regular Customers
13849,52,2,1537.95,3,2,4,324,Potential Loyalists,0,Regular Customers
13850,88,2,1586.81,2,2,4,224,Lost Customers,0,Regular Customers
13851,96,3,2651.46,2,3,5,235,At Risk,0,Regular Customers
13853,9,2,1056.94,5,2,4,524,New Customers,0,Regular Customers
13854,9,29,8025.02,5,5,5,555,Champions,3,Loyal High Spenders
13856,169,5,363.4,2,4,2,242,At Risk,1,Lost Customers
13858,57,1,216.17,3,1,1,311,Potential Loyalists,0,Regular Customers
13859,326,1,201.16,1,1,1,111,Lost Customers,1,Lost Customers
13860,1,6,1240.0,5,4,4,544,Champions,0,Regular Customers
13862,18,10,2187.31,4,5,5,455,Champions,0,Regular Customers
13863,245,2,299.56,1,2,2,122,Lost Customers,1,Lost Customers
13865,58,4,501.56,3,4,3,343,Loyal Customers,0,Regular Customers
13866,74,1,145.67,2,1,1,211,Lost Customers,0,Regular Customers
13867,31,3,1015.29,4,3,4,434,Loyal Customers,0,Regular Customers
13868,7,2,3192.54,5,2,5,525,New Customers,0,Regular Customers
13869,123,4,3104.9500000000003,2,4,5,245,At Risk,0,Regular Customers
13870,2,10,2751.25,5,5,5,555,Champions,0,Regular Customers
13871,23,14,6389.8,4,5,5,455,Champions,0,Regular Customers
13873,120,4,381.7,2,4,2,242,At Risk,0,Regular Customers
13874,358,1,540.45,1,1,3,113,Lost Customers,1,Lost Customers
13875,54,5,1786.79,3,4,4,344,Loyal Customers,0,Regular Customers
13876,64,1,122.7,3,1,1,311,Potential Loyalists,0,Regular Customers
13877,86,1,117.24,2,1,1,211,Lost Customers,0,Regular Customers
13878,55,1,1281.53,3,1,4,314,Potential Loyalists,0,Regular Customers
13880,21,13,3219.77,4,5,5,455,Champions,0,Regular Customers
13881,4,22,16989.52,5,5,5,555,Champions,3,Loyal High Spenders
13882,3,6,1131.28,5,4,4,544,Champions,0,Regular Customers
13883,1,9,2538.75,5,5,5,555,Champions,0,Regular Customers
13884,7,6,781.3000000000001,5,4,3,543,Loyal Customers,0,Regular Customers
13885,189,2,506.8,1,2,3,123,Lost Customers,1,Lost Customers
13886,71,1,243.56,2,1,1,211,Lost Customers,0,Regular Customers
13887,204,1,349.55,1,1,2,112,Lost Customers,1,Lost Customers
13888,120,2,605.63,2,2,3,223,Lost Customers,0,Regular Customers
13889,93,1,416.9,2,1,2,212,Lost Customers,0,Regular Customers
13890,1,14,1860.86,5,5,4,554,Champions,0,Regular Customers
13892,27,4,632.97,4,4,3,443,Loyal Customers,0,Regular Customers
13893,298,1,821.1,1,1,3,113,Lost Customers,1,Lost Customers
13894,22,5,535.97,4,4,3,443,Loyal Customers,0,Regular Customers
13895,21,5,2588.12,4,4,5,445,Champions,0,Regular Customers
13897,50,1,311.16,3,1,2,312,Potential Loyalists,0,Regular Customers
13898,326,1,155.93,1,1,1,111,Lost Customers,1,Lost Customers
13899,16,2,388.52,4,2,2,422,New Customers,0,Regular Customers
13900,183,3,740.95,1,3,3,133,At Risk,1,Lost Customers
13901,72,5,2867.2,2,4,5,245,At Risk,0,Regular Customers
13904,37,2,332.64,3,2,2,322,Potential Loyalists,0,Regular Customers
13908,80,5,2347.05,2,4,5,245,At Risk,0,Regular Customers
13911,57,9,2580.91,3,5,5,355,Loyal Customers,0,Regular Customers
13914,4,3,613.95,5,3,3,533,Loyal Customers,0,Regular Customers
13917,50,2,272.04,3,2,2,322,Potential Loyalists,0,Regular Customers
13918,50,2,1212.84,3,2,4,324,Potential Loyalists,0,Regular Customers
13919,53,3,350.15999999999997,3,3,2,332,Potential Loyalists,0,Regular Customers
13922,352,1,172.25,1,1,1,111,Lost Customers,1,Lost Customers
13923,54,1,351.13,3,1,2,312,Potential Loyalists,0,Regular Customers
13924,2,11,1682.08,5,5,4,554,Champions,0,Regular Customers
13925,36,6,616.65,3,4,3,343,Loyal Customers,0,Regular Customers
13926,23,1,223.85,4,1,1,411,New Customers,0,Regular Customers
13927,75,1,348.99,2,1,2,212,Lost Customers,0,Regular Customers
13928,11,4,464.57,5,4,2,542,Potential Loyalists,0,Regular Customers
13929,169,3,802.85,2,3,3,233,At Risk,1,Lost Customers
13930,58,2,337.34,3,2,2,322,Potential Loyalists,0,Regular Customers
13931,86,3,1230.93,2,3,4,234,At Risk,0,Regular Customers
13932,295,1,307.4,1,1,2,112,Lost Customers,1,Lost Customers
13933,109,2,608.79,2,2,3,223,Lost Customers,0,Regular Customers
13934,264,1,922.1,1,1,4,114,Lost Customers,1,Lost Customers
13936,171,2,361.28,2,2,2,222,Lost Customers,1,Lost Customers
13937,169,1,158.85,2,1,1,211,Lost Customers,1,Lost Customers
13938,35,1,71.66,3,1,1,311,Potential Loyalists,0,Regular Customers
13939,23,4,556.75,4,4,3,443,Loyal Customers,0,Regular Customers
13940,17,4,839.14,4,4,3,443,Loyal Customers,0,Regular Customers
13941,22,7,4912.41,4,5,5,455,Champions,0,Regular Customers
13946,79,3,561.57,2,3,3,233,At Risk,0,Regular Customers
13947,65,1,90.6,3,1,1,311,Potential Loyalists,0,Regular Customers
13948,361,1,102.0,1,1,1,111,Lost Customers,1,Lost Customers
13949,3,6,2427.32,5,4,5,545,Champions,0,Regular Customers
13950,11,5,728.56,5,4,3,543,Loyal Customers,0,Regular Customers
13951,176,3,674.45,1,3,3,133,At Risk,1,Lost Customers
13952,211,3,3246.091,1,3,5,135,At Risk,1,Lost Customers
13953,7,7,3515.68,5,5,5,555,Champions,0,Regular Customers
13954,2,3,378.59,5,3,2,532,Potential Loyalists,0,Regular Customers
13955,154,2,322.96,2,2,2,222,Lost Customers,1,Lost Customers
13956,5,5,1026.42,5,4,4,544,Champions,0,Regular Customers
13959,79,3,598.2,2,3,3,233,At Risk,0,Regular Customers
13960,21,2,230.22,4,2,1,421,New Customers,0,Regular Customers
13962,22,2,169.54999999999998,4,2,1,421,New Customers,0,Regular Customers
13963,308,4,664.54,1,4,3,143,At Risk,1,Lost Customers
13967,146,1,80.7,2,1,1,211,Lost Customers,1,Lost Customers
13969,7,20,8986.69,5,5,5,555,Champions,0,Regular Customers
13971,9,11,2702.2200000000003,5,5,5,555,Champions,0,Regular Customers
13972,71,2,190.25,2,2,1,221,Lost Customers,0,Regular Customers
13973,287,1,264.7,1,1,2,112,Lost Customers,1,Lost Customers
13974,49,1,413.59,3,1,2,312,Potential Loyalists,0,Regular Customers
13975,31,7,2503.23,4,5,5,455,Champions,0,Regular Customers
13976,207,1,357.98,1,1,2,112,Lost Customers,1,Lost Customers
13978,15,2,196.79,4,2,1,421,New Customers,0,Regular Customers
13979,73,1,869.87,2,1,3,213,Lost Customers,0,Regular Customers
13980,60,1,200.14,3,1,1,311,Potential Loyalists,0,Regular Customers
13982,39,5,1861.11,3,4,4,344,Loyal Customers,0,Regular Customers
13983,30,13,2590.46,4,5,5,455,Champions,0,Regular Customers
13984,27,6,488.03,4,4,3,443,Loyal Customers,0,Regular Customers
13985,4,16,7024.53,5,5,5,555,Champions,0,Regular Customers
13986,17,1,320.46,4,1,2,412,New Customers,0,Regular Customers
13988,20,9,4098.8,4,5,5,455,Champions,0,Regular Customers
13989,66,2,1266.08,3,2,4,324,Potential Loyalists,0,Regular Customers
13990,213,1,311.3,1,1,2,112,Lost Customers,1,Lost Customers
13991,12,7,850.63,4,5,3,453,Loyal Customers,0,Regular Customers
13992,30,1,76.8,4,1,1,411,New Customers,0,Regular Customers
13993,32,12,3409.66,3,5,5,355,Loyal Customers,0,Regular Customers
13994,4,6,2313.14,5,4,5,545,Champions,0,Regular Customers
13995,15,6,1383.49,4,4,4,444,Champions,0,Regular Customers
13999,10,15,3865.26,5,5,5,555,Champions,0,Regular Customers
14000,206,2,633.71,1,2,3,123,Lost Customers,1,Lost Customers
14001,46,4,2030.33,3,4,5,345,Loyal Customers,0,Regular Customers
14002,134,2,529.73,2,2,3,223,Lost Customers,0,Regular Customers
14004,43,7,4582.64,3,5,5,355,Loyal Customers,0,Regular Customers
14005,10,5,2874.72,5,4,5,545,Champions,0,Regular Customers
14006,116,3,962.19,2,3,4,234,At Risk,0,Regular Customers
14009,198,3,685.9300000000001,1,3,3,133,At Risk,1,Lost Customers
14012,278,1,328.8,1,1,2,112,Lost Customers,1,Lost Customers
14013,110,3,473.02,2,3,2,232,At Risk,0,Regular Customers
14014,77,1,505.18,2,1,3,213,Lost Customers,0,Regular Customers
14015,53,1,917.34,3,1,3,313,Potential Loyalists,0,Regular Customers
14016,154,5,4328.46,2,4,5,245,At Risk,1,Lost Customers
14019,47,4,1398.96,3,4,4,344,Loyal Customers,0,Regular Customers
14020,17,2,642.8,4,2,3,423,New Customers,0,Regular Customers
14021,155,3,631.9,2,3,3,233,At Risk,1,Lost Customers
14022,225,1,440.0,1,1,2,112,Lost Customers,1,Lost Customers
14023,7,2,584.07,5,2,3,523,New Customers,0,Regular Customers
14024,122,2,327.7,2,2,2,222,Lost Customers,0,Regular Customers
14027,61,1,104.82,3,1,1,311,Potential Loyalists,0,Regular Customers
14029,63,2,467.66,3,2,2,322,Potential Loyalists,0,Regular Customers
14030,18,8,2360.09,4,5,5,455,Champions,0,Regular Customers
14031,7,23,14634.64,5,5,5,555,Champions,3,Loyal High Spenders
14032,2,18,2929.84,5,5,5,555,Champions,0,Regular Customers
14034,22,4,512.02,4,4,3,443,Loyal Customers,0,Regular Customers
14035,29,5,1428.02,4,4,4,444,Champions,0,Regular Customers
14036,285,1,626.65,1,1,3,113,Lost Customers,1,Lost Customers
14037,176,2,147.20000000000002,1,2,1,121,Lost Customers,1,Lost Customers
14038,78,4,1554.48,2,4,4,244,At Risk,0,Regular Customers
14039,33,1,152.2,3,1,1,311,Potential Loyalists,0,Regular Customers
14040,41,15,3542.19,3,5,5,355,Loyal Customers,0,Regular Customers
14041,266,1,141.41,1,1,1,111,Lost Customers,1,Lost Customers
14044,27,4,652.82,4,4,3,443,Loyal Customers,0,Regular Customers
14045,109,4,1659.75,2,4,4,244,At Risk,0,Regular Customers
14046,284,1,154.99,1,1,1,111,Lost Customers,1,Lost Customers
14047,9,7,1290.01,5,5,4,554,Champions,0,Regular Customers
14048,277,2,375.13,1,2,2,122,Lost Customers,1,Lost Customers
14049,17,6,5639.15,4,4,5,445,Champions,0,Regular Customers
14050,32,2,746.36,3,2,3,323,Potential Loyalists,0,Regular Customers
14051,1,26,15477.34,5,5,5,555,Champions,3,Loyal High Spenders
14052,20,1,225.36,4,1,1,411,New Customers,0,Regular Customers
14053,124,2,260.25,2,2,2,222,Lost Customers,0,Regular Customers
14054,65,1,92.46,3,1,1,311,Potential Loyalists,0,Regular Customers
14055,106,1,725.6400000000001,2,1,3,213,Lost Customers,0,Regular Customers
14056,1,29,8124.4,5,5,5,555,Champions,3,Loyal High Spenders
14057,24,18,6147.4,4,5,5,455,Champions,0,Regular Customers
14059,267,1,183.6,1,1,1,111,Lost Customers,1,Lost Customers
14060,5,20,6135.38,5,5,5,555,Champions,0,Regular Customers
14062,10,12,10464.85,5,5,5,555,Champions,0,Regular Customers
14064,29,7,1188.32,4,5,4,454,Champions,0,Regular Customers
14066,267,1,152.55,1,1,1,111,Lost Customers,1,Lost Customers
14067,64,2,374.7,3,2,2,322,Potential Loyalists,0,Regular Customers
14068,320,1,265.85,1,1,2,112,Lost Customers,1,Lost Customers
14071,4,9,1307.41,5,5,4,554,Champions,0,Regular Customers
14073,21,2,139.54,4,2,1,421,New Customers,0,Regular Customers
14075,5,3,942.26,5,3,4,534,Loyal Customers,0,Regular Customers
14076,129,1,122.47,2,1,1,211,Lost Customers,0,Regular Customers
14077,41,5,499.42,3,4,3,343,Loyal Customers,0,Regular Customers
14078,102,6,1049.37,2,4,4,244,At Risk,0,Regular Customers
14079,125,1,375.1,2,1,2,212,Lost Customers,0,Regular Customers
14080,33,1,45.599999999999994,3,1,1,311,Potential Loyalists,0,Regular Customers
14081,267,4,904.67,1,4,3,143,At Risk,1,Lost Customers
14082,365,1,182.25,1,1,1,111,Lost Customers,1,Lost Customers
14083,4,9,1018.43,5,5,4,554,Champions,0,Regular Customers
14085,2,19,4435.79,5,5,5,555,Champions,0,Regular Customers
14087,3,2,181.67,5,2,1,521,New Customers,0,Regular Customers
14088,10,14,50415.49,5,5,5,555,Champions,3,Loyal High Spenders
14089,57,1,161.0,3,1,1,311,Potential Loyalists,0,Regular Customers
14090,325,1,76.32000000000001,1,1,1,111,Lost Customers,1,Lost Customers
14092,8,17,4063.1,5,5,5,555,Champions,0,Regular Customers
14093,12,1,442.85,4,1,2,412,New Customers,0,Regular Customers
14096,4,34,57120.91,5,5,5,555,Champions,3,Loyal High Spenders
14098,37,1,147.35,3,1,1,311,Potential Loyalists,0,Regular Customers
14099,16,12,3092.9700000000003,4,5,5,455,Champions,0,Regular Customers
14100,138,1,194.9,2,1,1,211,Lost Customers,0,Regular Customers
14101,74,6,5976.79,2,4,5,245,At Risk,0,Regular Customers
14102,5,8,1314.73,5,5,4,554,Champions,0,Regular Customers
14104,155,2,216.21,2,2,1,221,Lost Customers,1,Lost Customers
14105,85,2,1260.33,2,2,4,224,Lost Customers,0,Regular Customers
14107,52,8,2688.48,3,5,5,355,Loyal Customers,0,Regular Customers
14108,31,3,594.16,4,3,3,433,Loyal Customers,0,Regular Customers
14109,23,2,80.2,4,2,1,421,New Customers,0,Regular Customers
14110,4,13,5669.65,5,5,5,555,Champions,0,Regular Customers
14111,14,5,688.6,4,4,3,443,Loyal Customers,0,Regular Customers
14112,23,12,2774.17,4,5,5,455,Champions,0,Regular Customers
14113,4,8,1377.92,5,5,4,554,Champions,0,Regular Customers
14114,274,2,386.53,1,2,2,122,Lost Customers,1,Lost Customers
14116,20,5,1382.74,4,4,4,444,Champions,0,Regular Customers
14117,144,1,90.0,2,1,1,211,Lost Customers,1,Lost Customers
14121,4,6,2740.3,5,4,5,545,Champions,0,Regular Customers
14124,84,1,419.58,2,1,2,212,Lost Customers,0,Regular Customers
14125,11,3,2740.43,5,3,5,535,Loyal Customers,0,Regular Customers
14126,8,4,643.6300000000001,5,4,3,543,Loyal Customers,0,Regular Customers
14127,123,3,709.71,2,3,3,233,At Risk,0,Regular Customers
14128,61,2,637.5,3,2,3,323,Potential Loyalists,0,Regular Customers
14129,2,5,1123.86,5,4,4,544,Champions,0,Regular Customers
14130,319,1,483.86,1,1,3,113,Lost Customers,1,Lost Customers
14132,2,12,3580.13,5,5,5,555,Champions,0,Regular Customers
14133,130,5,590.34,2,4,3,243,At Risk,0,Regular Customers
14135,2,15,4690.31,5,5,5,555,Champions,0,Regular Customers
14138,2,2,982.38,5,2,4,524,New Customers,0,Regular Customers
14139,46,1,415.82,3,1,2,312,Potential Loyalists,0,Regular Customers
14140,4,3,920.05,5,3,4,534,Loyal Customers,0,Regular Customers
14141,3,6,879.0300000000001,5,4,3,543,Loyal Customers,0,Regular Customers
